true_label,class,attack_type,source,flow_id,mean_Length_of_IP_packets,std_Length_of_IP_packets,max_Length_of_IP_packets,min_Length_of_IP_packets,mean_Length_of_TCP_payload,std_Length_of_TCP_payload,max_Length_of_TCP_payload,min_Length_of_TCP_payload,Length_of_TCP_payload,mean_Time_difference_between_packets_per_session,std_Time_difference_between_packets_per_session,max_Time_difference_between_packets_per_session,min_Time_difference_between_packets_per_session,mean_Interval_of_arrival_time_of_forward_traffic,std_Interval_of_arrival_time_of_forward_traffic,max_Interval_of_arrival_time_of_forward_traffic,min_Interval_of_arrival_time_of_forward_traffic,mean_Interval_of_arrival_time_of_backward_traffic,std_Interval_of_arrival_time_of_backward_traffic,max_Interval_of_arrival_time_of_backward_traffic,min_Interval_of_arrival_time_of_backward_traffic,median_Time_difference_between_packets_per_session,mean_time_to_live,std_time_to_live,max_time_to_live,min_time_to_live,mean_TCP_windows_size_value,std_TCP_windows_size_value,max_TCP_windows_size_value,min_TCP_windows_size_value,median_TCP_windows_size_value,The_times_of_change_of_payload_per_session,Change_values_of_TCP_windows_length_per_session,src_ip,dst_ip,src_port,dst_port,protocol,bidirectional_packets,requested_server_name,client_fingerprint,server_fingerprint
0,c2_beaconing,mta_qakbot,Qakbot_2022-11-14_1.pcap,172.16.24.174:52343-23.204.183.218:443-6-1668466169612,1099.1849315068491,632.3507211429393,1514,54,102.70000000000003,212.1439247953761,1208,54,3081,757.296551724138,9089.29303197826,109452,0,3786.4827586206898,20322.37241778607,109452,0,954.7043478260869,10206.179227340413,109452,0,3.0,0.0,0.0,0.0,0.0,772.9757203589985,644.1966467669426,1514.0,54.0,1099.1849315068491,72,74,172.16.24.174,23.204.183.218,52343,443,6,146,www.irs.gov,t12d190700_d83cc789557e_2dae41c691ec,4b7d5f58af981be54baeda917533e5d8
1,c2_beaconing,mta_gozi,Gozi_2023-07-12.pcap,10.7.12.121:50247-170.130.55.162:443-6-1689203926504,347.79166666666663,530.5418869802645,1514,54,144.18181818181816,192.9812520333611,636,54,1586,471.91304347826076,2174.129813658861,10441,0,1085.4,3288.5610226967055,10441,0,901.8333333333334,3005.3281422207865,10441,0,27.0,0.0,0.0,0.0,0.0,537.5611564361565,558.6805362074457,1514.0,54.0,347.79166666666663,16,18,10.7.12.121,170.130.55.162,50247,443,6,24,iamupdate.com,t12d190700_d83cc789557e_2dae41c691ec,4ce0442e9d20d092d9d74e9ce54b363a
0,exfil,mta_astaroth,Astaroth_2023-01-04_0.pcap,10.1.4.101:49672-52.226.139.185:443-6-1672824262183,122.0,83.55836283700154,225,54,104.5,71.4177848998413,155,54,209,35.666666666666664,32.036437588054845,62,0,107.0,0.0,107,107,62.0,0.0,62,62,53.5,0.0,0.0,0.0,0.0,125.88888888888889,63.818657049912304,225.0,54.0,122.0,3,3,10.1.4.101,52.226.139.185,49672,443,6,4,,,
0,benign,benign,ctu_normal21_kali_2017.pcap,192.168.1.191:46792-52.94.216.48:443-6-1493727083940,93.78125,103.14997986802611,523,54,104.49999999999999,126.7412061380723,523,54,1672,2155.290322580645,3960.923404069211,10030,0,4451.4,5006.878266088419,10784,0,4450.6,5015.9328259343465,10760,0,112.5,0.0,0.0,0.0,0.0,201.70486111111111,189.3065981109712,523.0,54.0,93.78125,12,14,192.168.1.191,52.94.216.48,46792,443,6,32,aax-eu.amazon-adsystem.com,t12d1109h2_43e74fd21232_fed6c16fddd0,30553045c697c20ead22a41ae6655ff1
1,c2_beaconing,mta_pikabot,Pikabot_2023-11-02.pcap,10.11.2.101:53045-154.92.19.139:2222-6-1698964929026,166.9722222222222,283.8788963233755,1430,60,120.89473684210527,169.70002774073043,748,60,2297,3631.285714285714,6720.472443001523,30413,0,7060.833333333333,8048.8678579113,30413,0,6816.0,7915.937569233351,30414,0,2561.0,0.0,0.0,0.0,0.0,477.1486163666246,547.8535326778667,1430.0,60.0,166.9722222222222,30,32,10.11.2.101,154.92.19.139,53045,2222,6,36,,t12i190700_d83cc789557e_7af1ed941c26,ec74a5c51106f0419184d0dd08fb05bc
1,c2_beaconing,mta_qakbot,Qakbot_2022-09-29.pcap,10.9.29.201:50395-193.3.19.137:443-6-1664433387876,171.33333333333331,225.75281467422136,786,54,156.0,219.9028711210309,689,54,1872,5361.099999999999,17842.2336042737,75002,0,9747.454545454546,23618.447177423146,75002,0,13383.75,27230.93661759412,75004,1,2.0,0.0,0.0,0.0,0.0,326.9012345679012,306.91132861722855,786.0,54.0,171.33333333333331,14,16,10.9.29.201,193.3.19.137,50395,443,6,21,,t13i201000_2b729b4bf6f3_533b6d20482b,2253c82f03b621c5144709b393fde2c9
0,exfil,mta_stealc,StealC_2025-06-18.pcap,172.16.1.128:57387-52.140.118.28:443-6-1750264230586,277.23999999999995,431.5827730574982,1514,54,172.1818181818182,234.93863802355636,845,54,1894,130.25000000000003,279.19328663910926,1226,0,312.6,374.8378019594312,1228,0,213.53846153846158,354.80783892707694,1226,0,175.5,0.0,0.0,0.0,0.0,538.2452813852814,571.1341066407348,1514.0,54.0,277.23999999999995,18,20,172.16.1.128,52.140.118.28,57387,443,6,25,settings-win.data.microsoft.com,t12d1809h2_4b22cbed5bed_7af1ed941c26,2fe9b0e731d3d41b2b84e8e1d6186836
1,c2_beaconing,mta_icedid,IcedID_2023-05-10.pcap,172.16.10.73:50588-81.224.201.143:2222-6-1683743583656,187.60869565217394,304.2683831946029,1295,54,155.84615384615387,233.9165970147787,784,54,2026,1761.5000000000002,6626.724377563208,30651,0,3229.4166666666665,8869.237842200147,30651,0,4287.0,10155.210657588546,30651,1,2.0,0.0,0.0,0.0,0.0,456.48387216648086,495.97676092736583,1295.0,54.0,187.60869565217394,14,16,172.16.10.73,81.224.201.143,50588,2222,6,23,,t13i201100_2b729b4bf6f3_2e4f304f1f45,2253c82f03b621c5144709b393fde2c9
0,c2_beaconing,mta_gozi,Gozi_2023-07-12.pcap,10.7.12.121:49850-20.189.173.7:443-6-1689201848288,465.4838709677419,575.7105100637381,1514,54,616.6153846153846,595.9068073758875,1514,54,8016,22.933333333333334,53.28513626825437,207,0,57.33333333333334,74.92703521467139,211,0,36.0,66.29008221446101,207,0,60.0,0.0,0.0,0.0,0.0,682.4925098796067,616.1741255291083,1514.0,54.0,465.4838709677419,20,22,10.7.12.121,20.189.173.7,49850,443,6,31,v10.events.data.microsoft.com,t12d1909h2_d83cc789557e_7af1ed941c26,678aeaf909676262acfb913ccb78a126
0,benign,benign,ctu_normal20_win_2017_https.pcap,10.0.2.15:49709-31.13.93.7:443-6-2618609,228.15384615384616,393.5176430410908,1474,54,102.5,71.81478703138815,251,54,1230,2693.480000000001,13006.348591232923,65120,0,6121.454545454546,19574.59566562557,65139,4,5176.923076923076,18012.270074690467,65120,0,21.0,0.0,0.0,0.0,0.0,447.501221001221,556.7909404938969,1474.0,54.0,228.15384615384616,19,21,10.0.2.15,31.13.93.7,49709,443,6,26,connect.facebook.net,t12d1509h2_073e58a039a6_e70312a1ce2c,2d1eb5817ece335c24904f516ad5da12
1,c2_beaconing,mta_icedid,IcedID_2022-12-20.pcap,10.3.24.178:54674-23.81.246.152:443-6-1671552962234,170.23529411764704,259.10748961863413,943,54,158.66666666666666,224.78712151722573,732,54,1428,22.3125,42.57028501979599,142,0,44.625,52.779697124665546,142,0,40.85714285714286,55.41187770213342,142,0,70.0,0.0,0.0,0.0,0.0,365.79466230936816,366.14419051154795,943.0,54.0,170.23529411764704,12,14,10.3.24.178,23.81.246.152,54674,443,6,17,xedefeg.com,t12d190700_d83cc789557e_2dae41c691ec,ae4edc6faf64d08308082ad26be60767
0,benign,benign,ctu_normal7_general_2013.pcap,10.0.0.46:39341-77.67.96.229:443-6-1387315378069,777.1244343891402,681.7516856584996,1506,54,137.6267942583733,177.48153871968893,647,66,28764,185.64625850340136,2107.0444804902386,31643,0,393.27884615384613,3060.263145695646,31643,0,352.65948275862075,2899.7348857017214,31643,0,3.0,0.0,0.0,0.0,0.0,677.6113668454319,603.6782165125142,1506.0,54.0,647.0,399,405,10.0.0.46,77.67.96.229,39341,443,6,442,humblebundle-a.akamaihd.net,t12d1810s2_27d4652c4487_736b2a1ed4d3,1a1694e1fbb28471f66676e1623a7e2b
1,c2_beaconing,mta_qakbot,Qakbot_2022-11-14_1.pcap,172.16.24.174:52320-213.91.235.146:443-6-1668465407201,183.73684210526315,317.90177415625715,1282,54,153.36363636363637,225.71277000970625,775,54,1687,6071.777777777778,19339.366868873676,78207,0,10929.2,25445.613369170987,78207,0,15589.857142857141,29778.823893434583,78208,1,3.0,0.0,0.0,0.0,0.0,451.51116427432214,491.00689052941755,1282.0,54.0,183.73684210526315,12,14,172.16.24.174,213.91.235.146,52320,443,6,19,,t12i190600_d83cc789557e_2dae41c691ec,fd4bc6cea4877646ccd62f0792ec0b62
1,c2_beaconing,mta_pikabot,Pikabot_2023-05-23.pcap,10.1.0.186:55468-104.238.35.63:8080-6-1684859956956,348.62962962962956,513.9934261887423,1514,54,252.71428571428572,425.6414938873809,1514,54,3538,17.692307692307697,39.216087750584435,156,0,35.38461538461539,50.90111076315601,158,0,32.08333333333334,51.13699662907888,156,0,1.0,0.0,0.0,0.0,0.0,639.6963324741102,631.7590096343831,1514.0,54.0,348.62962962962956,19,21,10.1.0.186,104.238.35.63,55468,8080,6,27,turiruy.us,t13d201200_2b729b4bf6f3_2e4f304f1f45,2253c82f03b621c5144709b393fde2c9
0,benign,benign,ctu_normal20_win_2017_https.pcap,10.0.2.15:51100-95.172.94.50:443-6-4804937,251.28,416.780069900981,1474,54,171.36363636363637,275.66257371187436,979,54,1885,36.208333333333336,64.08824023353961,229,0,86.90000000000002,81.58764884738648,230,3,60.307692307692314,79.42332215768931,229,0,5.0,0.0,0.0,0.0,0.0,536.1905627705628,569.2281440760863,1474.0,54.0,251.28,18,20,10.0.2.15,95.172.94.50,51100,443,6,25,pixel.quantserve.com,t12d1509h2_073e58a039a6_e70312a1ce2c,ccc514751b175866924439bdbb5bba34
0,exfil,mta_astaroth,Astaroth_2023-01-04_0.pcap,10.1.4.101:49682-20.201.42.68:443-6-1672807415439,760.1999999999999,690.3376059989853,1514,54,242.84615384615384,420.1872293303399,1514,54,3157,24.92307692307692,69.4252284704785,322,0,81.00000000000001,108.14468423030661,322,0,31.192307692307697,79.03468566687374,322,0,161.0,0.0,0.0,0.0,0.0,746.26027223805,626.1659136600932,1514.0,54.0,760.1999999999999,21,23,10.1.4.101,20.201.42.68,49682,443,6,40,smartscreen-prod.microsoft.com,t12d1908h2_d83cc789557e_2dae41c691ec,ae4edc6faf64d08308082ad26be60767
0,benign,benign,ctu_normal21_kali_2017.pcap,192.168.1.191:53744-95.172.94.60:443-6-1493726571962,294.3,451.8956679775124,1514,54,139.72727272727275,173.9931555602639,628,54,1537,16.31578947368421,23.839865378951906,97,0,28.5,32.13945308253462,97,0,35.625,54.245309211291,161,0,22.5,0.0,0.0,0.0,0.0,526.1388327721661,561.3243541082571,1514.0,54.0,294.3,15,17,192.168.1.191,95.172.94.60,53744,443,6,20,cms.quantserve.com,t12d1109h2_43e74fd21232_fed6c16fddd0,ccc514751b175866924439bdbb5bba34
1,c2_beaconing,mta_qakbot,Qakbot_2022-11-14_1.pcap,172.16.24.174:51823-194.165.16.90:443-6-1668460157855,466.32,610.5326035520134,1514,54,493.1666666666667,647.6681014971864,1514,54,5918,60.83333333333334,147.04618223587082,496,0,132.72727272727272,198.3295696103286,497,0,104.08333333333334,193.57519484842592,496,0,1.0,0.0,0.0,0.0,0.0,678.3361253561253,614.6092548983562,1514.0,54.0,466.32,14,16,172.16.24.174,194.165.16.90,51823,443,6,25,,t12i190600_d83cc789557e_2dae41c691ec,f176ba63b4d68e576b5ba345bec2c7b7
1,c2_beaconing,mta_gozi,Gozi_2023-07-12.pcap,10.7.12.121:50082-170.130.55.162:443-6-1689203151682,376.4545454545455,554.998217695356,1514,54,153.2,200.96201962891726,636,54,1532,514.5714285714286,2249.7452427203525,10328,0,1200.6666666666667,3424.4335297973007,10328,0,978.6363636363636,3102.4318291536165,10328,0,19.5,0.0,0.0,0.0,0.0,546.4616161616161,556.9408340161756,1514.0,54.0,376.4545454545455,13,15,10.7.12.121,170.130.55.162,50082,443,6,22,iamupdate.com,t12d190700_d83cc789557e_2dae41c691ec,4ce0442e9d20d092d9d74e9ce54b363a
1,c2_beaconing,mta_emotet,Emotet_2022-07-07.pcap,10.7.7.101:57429-52.18.235.51:443-6-1657220085519,414.50000000000006,534.463433071265,1514,54,114.33333333333334,153.2135142615721,619,54,1715,2527.3225806451615,13439.652369976184,74923,0,5596.214285714284,19958.21130484921,74923,0,4893.625000000001,18678.99421230526,74923,0,2.0,0.0,0.0,0.0,0.0,557.4651416122005,560.3369346287044,1514.0,54.0,414.50000000000006,24,26,10.7.7.101,52.18.235.51,57429,443,6,32,distinctive-obi-mgw.aws-euw1.cloud-ara.tyk.io,t12d190700_d83cc789557e_2dae41c691ec,61be9ce3d068c08ff99a857f62352f9d
1,c2_beaconing,mta_qakbot,Qakbot_2022-11-14_1.pcap,172.16.24.174:51890-194.165.16.90:443-6-1668460269984,466.32,610.5326035520134,1514,54,493.1666666666667,647.6681014971864,1514,54,5918,75.54166666666667,184.45005902780923,612,0,164.8181818181818,249.8518833956703,614,0,128.00000000000003,242.47511587414866,612,0,1.0,0.0,0.0,0.0,0.0,678.3361253561253,614.6092548983562,1514.0,54.0,466.32,14,16,172.16.24.174,194.165.16.90,51890,443,6,25,,t12i190600_d83cc789557e_2dae41c691ec,f176ba63b4d68e576b5ba345bec2c7b7
1,c2_beaconing,mta_qakbot,Qakbot_2022-11-14_1.pcap,172.16.24.174:50227-194.165.16.90:443-6-1668457869742,466.32,610.5326035520134,1514,54,493.1666666666667,647.6681014971864,1514,54,5918,59.666666666666664,145.63135910106442,497,0,130.18181818181816,196.9293366575017,498,0,100.24999999999999,190.85173922088413,497,0,229.0,0.0,0.0,0.0,0.0,678.3361253561253,614.6092548983562,1514.0,54.0,466.32,14,16,172.16.24.174,194.165.16.90,50227,443,6,25,,t12i190600_d83cc789557e_2dae41c691ec,f176ba63b4d68e576b5ba345bec2c7b7
1,c2_beaconing,mta_bumblebee,BumbleBee_2022-06-14.pcap,10.6.14.101:49201-193.233.203.156:443-6-1655230333103,176.6,308.1733742091107,1270,60,93.125,54.85158546998827,207,60,745,60.35714285714287,96.43938482308432,220,0,120.71428571428572,113.1057238246799,224,0,108.66666666666667,115.56066228032213,223,0,5.0,0.0,0.0,0.0,0.0,385.4138888888889,478.0048853642594,1270.0,60.0,176.6,9,12,10.6.14.101,193.233.203.156,49201,443,6,15,,t12i210600_76e208dd3e22_2dae41c691ec,76c691f46143bf86e2d1bb73c6187767
1,exfil,mta_lumma,Lumma_2025-08-15.pcap,10.8.15.176:62818-5.10.250.239:443-6-1755287243653,60.0,4.898979485566356,66,54,61.5,3.0,66,60,246,75.66666666666667,82.90396050048916,154,0,100.0,86.6083136886985,151,0,152.5,2.1213203435596424,154,151,151.0,0.0,0.0,0.0,0.0,60.611111111111114,4.507880616689065,66.0,54.0,60.0,0,1,10.8.15.176,5.10.250.239,62818,443,6,7,,,
0,benign,benign,ctu_normal7_general_2013.pcap,10.0.0.46:58750-199.16.156.70:443-6-1387315338292,496.8617021276597,586.3368623512514,1506,66,186.53658536585365,267.71431578839554,1083,66,7648,489.58064516129025,3248.629083175871,29469,0,1133.8249999999998,4914.586081574432,29469,0,872.7307692307692,4349.550845034979,29647,0,30.0,0.0,0.0,0.0,0.0,634.8136461994889,569.5864894352254,1506.0,66.0,496.8617021276597,77,78,10.0.0.46,199.16.156.70,58750,443,6,94,www.twitter.com,t12d1810s2_27d4652c4487_736b2a1ed4d3,30e7675adab2c5b915e4bb356e9e1cc1
1,c2_beaconing,mta_gozi,Gozi_2023-07-12.pcap,10.7.12.121:50740-170.130.55.162:443-6-1689206174824,361.17391304347825,524.3860177885886,1514,54,144.18181818181816,192.9812520333611,636,54,1586,491.2272727272728,2227.03980189416,10460,0,1080.7,3296.190159360753,10460,0,978.4545454545455,3145.3058154537653,10460,0,42.0,0.0,0.0,0.0,0.0,543.4932293954033,558.1816031491434,1514.0,54.0,361.17391304347825,15,17,10.7.12.121,170.130.55.162,50740,443,6,23,iamupdate.com,t12d190700_d83cc789557e_2dae41c691ec,4ce0442e9d20d092d9d74e9ce54b363a
1,c2_beaconing,mta_icedid,IcedID_2022-01-12.pcap,10.22.5.47:50059-104.168.44.45:443-6-1642007101027,219.21052631578942,365.7496987083696,1279,60,211.27272727272728,373.0335349292583,1279,60,2324,59.33333333333332,96.69722302722282,218,0,106.80000000000001,111.34710493666991,218,0,121.42857142857143,111.14533599879805,216,0,5.0,0.0,0.0,0.0,0.0,506.95647262094633,523.8724558061662,1279.0,60.0,219.21052631578942,12,13,10.22.5.47,104.168.44.45,50059,443,6,19,,t12i190600_d83cc789557e_2dae41c691ec,f176ba63b4d68e576b5ba345bec2c7b7
0,benign,benign,ctu_normal14_win_full_2017.pcap,10.0.2.15:51704-151.101.1.164:443-6-3351905,802.3438572409052,686.1358938179707,1474,54,90.55192878338282,60.51523178108735,525,54,30516,6.363324175824175,51.58300155233743,1284,0,27.574404761904773,106.96935172562212,1284,0,8.24664879356568,65.37097880745068,1480,0,2.0,0.0,0.0,0.0,0.0,616.0458611455558,567.5849939708613,1474.0,54.0,525.0,969,971,10.0.2.15,151.101.1.164,51704,443,6,1457,www.nytimes.com,t12d1711h2_67e6df579eba_de5ccbe16bdd,860fcf58fd757e26aa8911e5eaff6b53
0,benign,benign,ctu_normal20_win_2017_https.pcap,10.0.2.15:49785-52.29.151.73:443-6-2657942,303.28571428571433,504.0037839994004,1474,54,90.10000000000001,67.34067616728144,246,54,901,364.85,1313.9592749837377,5917,0,810.7777777777778,1922.429503114339,5917,6,727.8000000000001,1915.6187164116627,6158,0,8.0,0.0,0.0,0.0,0.0,471.83073593073595,553.5940566546498,1474.0,54.0,246.0,15,17,10.0.2.15,52.29.151.73,49785,443,6,21,odr.mookie1.com,t12d1509h2_073e58a039a6_e70312a1ce2c,303951d4c50efb2e991652225a6f02b1
1,c2_beaconing,mta_qakbot,Qakbot_2022-11-14_1.pcap,172.16.24.174:51367-194.165.16.90:443-6-1668459605240,466.32,610.5326035520134,1514,54,493.1666666666667,647.6681014971864,1514,54,5918,77.5,196.68823266673888,722,0,169.09090909090907,268.599871386959,723,0,136.16666666666666,263.0163608230599,722,0,1.0,0.0,0.0,0.0,0.0,678.3361253561253,614.6092548983562,1514.0,54.0,466.32,14,16,172.16.24.174,194.165.16.90,51367,443,6,25,,t12i190600_d83cc789557e_2dae41c691ec,f176ba63b4d68e576b5ba345bec2c7b7
1,c2_beaconing,mta_gozi,Gozi_2023-07-12.pcap,10.7.12.121:50081-170.130.55.162:443-6-1689203146322,347.79166666666663,530.5418869802645,1514,54,144.18181818181816,192.9812520333611,636,54,1586,471.17391304347825,2177.0217072491473,10455,0,1083.7,3293.5873063339986,10455,1,899.3333333333334,3010.3880249240397,10456,0,1.5,0.0,0.0,0.0,0.0,537.5611564361565,558.6805362074457,1514.0,54.0,347.79166666666663,16,18,10.7.12.121,170.130.55.162,50081,443,6,24,iamupdate.com,t12d190700_d83cc789557e_2dae41c691ec,4ce0442e9d20d092d9d74e9ce54b363a
1,exfil,mta_meduza,Meduza_2024-03-06_0.pcap,10.3.6.101:55927-94.72.104.77:13724-6-1709748596833,244.57894736842113,361.9211571276377,1430,60,147.2,167.343824372325,598,60,1472,3393.833333333333,14115.308253390545,59952,0,6787.666666666667,19937.189320463403,59952,0,7618.375,21217.71655236323,60129,0,96.5,0.0,0.0,0.0,0.0,486.95074723846653,530.2047392663793,1430.0,60.0,244.57894736842113,12,13,10.3.6.101,94.72.104.77,55927,13724,6,19,,t12i190700_d83cc789557e_7af1ed941c26,ec74a5c51106f0419184d0dd08fb05bc
0,exfil,mta_lumma,Lumma_2024-03-07_0.pcap,10.3.7.135:49725-20.10.31.115:443-6-1709844321357,122.0,83.55836283700154,225,54,104.5,71.4177848998413,155,54,209,45.666666666666664,45.50091574170056,91,0,137.0,0.0,137,137,91.0,0.0,91,91,68.5,0.0,0.0,0.0,0.0,125.88888888888889,63.818657049912304,225.0,54.0,122.0,3,3,10.3.7.135,20.10.31.115,49725,443,6,4,,,
1,c2_beaconing,mta_qakbot,Qakbot_2022-11-14_1.pcap,172.16.24.174:50338-194.165.16.90:443-6-1668458038963,466.32,610.5326035520134,1514,54,493.1666666666667,647.6681014971864,1514,54,5918,74.875,183.6246910791494,611,0,163.36363636363635,248.90973172106902,613,0,127.83333333333331,242.1122329278992,611,0,1.0,0.0,0.0,0.0,0.0,678.3361253561253,614.6092548983562,1514.0,54.0,466.32,14,16,172.16.24.174,194.165.16.90,50338,443,6,25,,t12i190600_d83cc789557e_2dae41c691ec,f176ba63b4d68e576b5ba345bec2c7b7
0,benign,benign,ctu_normal21_kali_2017.pcap,192.168.1.191:39602-198.47.127.15:443-6-1493727412229,388.0,571.874044765911,1514,54,298.35714285714283,502.6799879940222,1514,54,4177,10.884615384615383,17.898216499030113,62,0,21.769230769230774,22.594814472034084,62,0,19.416666666666668,28.738502312255505,75,0,13.0,0.0,0.0,0.0,0.0,652.7661782661783,625.8098179345834,1514.0,54.0,388.0,21,23,192.168.1.191,198.47.127.15,39602,443,6,27,image2.pubmatic.com,t12d1109h2_43e74fd21232_fed6c16fddd0,ccf031939aa8979b73a604c356f7fd68
1,c2_beaconing,mta_qakbot,Qakbot_2022-11-14_1.pcap,172.16.24.174:50108-194.165.16.90:443-6-1668457701084,435.77777777777777,589.6705294767014,1514,54,459.3846153846154,631.944425096271,1514,54,5972,52.73076923076922,134.38736776715518,466,0,114.24999999999999,183.03408773429956,467,0,89.00000000000001,176.7823520603796,466,0,1.0,0.0,0.0,0.0,0.0,668.1132817799485,618.2566902665315,1514.0,54.0,435.77777777777777,16,18,172.16.24.174,194.165.16.90,50108,443,6,27,,t12i190600_d83cc789557e_2dae41c691ec,f176ba63b4d68e576b5ba345bec2c7b7
1,c2_beaconing,mta_qakbot,Qakbot_2022-11-14_1.pcap,172.16.24.174:51946-194.165.16.90:443-6-1668460357204,466.32,610.5326035520134,1514,54,493.1666666666667,647.6681014971864,1514,54,5918,60.20833333333335,149.16549874046868,541,0,131.36363636363637,202.44765877987956,541,0,101.75,196.41057414600579,541,0,1.0,0.0,0.0,0.0,0.0,678.3361253561253,614.6092548983562,1514.0,54.0,466.32,14,16,172.16.24.174,194.165.16.90,51946,443,6,25,,t12i190600_d83cc789557e_2dae41c691ec,f176ba63b4d68e576b5ba345bec2c7b7
0,c2_beaconing,mta_pikabot,Pikabot_2023-05-23.pcap,10.1.0.186:55346-104.238.35.63:8080-6-1684859761419,327.6071428571429,480.2460279424468,1514,54,237.66666666666666,410.95075594227075,1514,54,3565,27.66666666666668,73.88764859829155,345,0,53.357142857142854,97.4226376653308,345,0,33.416666666666664,52.52957320030366,159,0,1.0,0.0,0.0,0.0,0.0,633.4064916564917,634.5958046778657,1514.0,54.0,327.6071428571429,20,22,10.1.0.186,104.238.35.63,55346,8080,6,28,,t13i201100_2b729b4bf6f3_2e4f304f1f45,2253c82f03b621c5144709b393fde2c9
0,benign,benign,ctu_normal14_win_full_2017.pcap,10.0.2.15:51266-13.90.152.108:443-6-2770729,335.03571428571416,516.1375413978445,1514,54,345.49999999999994,547.8799636283978,1514,54,4146,369.81481481481484,1640.3152379259543,8562,0,907.7272727272727,2544.6273240264118,8562,0,657.8,2281.2594328572104,8895,0,13.0,0.0,0.0,0.0,0.0,630.1914682539682,626.2955692058891,1514.0,54.0,335.03571428571416,19,21,10.0.2.15,13.90.152.108,51266,443,6,28,feedback.skype.com,t12d1711h2_67e6df579eba_de5ccbe16bdd,96c9f2048f1e949c8bb9ad97c36c9eea
1,c2_beaconing,mta_gozi,Gozi_2023-07-12.pcap,10.7.12.121:50688-170.130.55.162:443-6-1689205916593,391.80952380952385,575.5847130568721,1514,54,164.2222222222222,209.92187700295662,636,54,1478,555.25,2354.580974566276,10551,0,1388.125,3704.9783279682333,10551,0,1004.0,3168.7734851200707,10551,0,33.0,0.0,0.0,0.0,0.0,549.3924162257496,555.5815419862272,1514.0,54.0,391.80952380952385,11,13,10.7.12.121,170.130.55.162,50688,443,6,21,iamupdate.com,t12d190700_d83cc789557e_2dae41c691ec,4ce0442e9d20d092d9d74e9ce54b363a
0,benign,benign,ctu_normal21_kali_2017.pcap,192.168.1.191:51356-54.200.230.130:443-6-1493726956981,127.00000000000001,144.34045401988544,583,66,157.85714285714286,190.09596573961318,583,66,1105,519.6666666666666,1359.3052592698918,4798,0,1034.5,2117.606077626337,5348,1,1118.4,2189.2060889738086,5012,0,233.5,0.0,0.0,0.0,0.0,217.31746031746033,201.04973694241875,583.0,66.0,127.00000000000001,8,8,192.168.1.191,54.200.230.130,51356,443,6,13,load.sumome.com,t12d1110h2_43e74fd21232_205f67e4d9f4,91e914bce4ef89cc2b5fdad958d585f7
1,c2_beaconing,mta_qakbot,Qakbot_2022-11-14_1.pcap,172.16.24.174:50974-194.165.16.90:443-6-1668459005839,466.32,610.5326035520134,1514,54,493.1666666666667,647.6681014971864,1514,54,5918,71.16666666666666,176.0426496413685,612,0,155.18181818181816,239.08777391653393,612,0,123.83333333333333,233.872083659319,612,0,1.0,0.0,0.0,0.0,0.0,678.3361253561253,614.6092548983562,1514.0,54.0,466.32,14,16,172.16.24.174,194.165.16.90,50974,443,6,25,,t12i190600_d83cc789557e_2dae41c691ec,f176ba63b4d68e576b5ba345bec2c7b7
1,c2_beaconing,mta_qakbot,Qakbot_2022-11-14_1.pcap,172.16.24.174:50783-194.165.16.90:443-6-1668458719629,466.32,610.5326035520134,1514,54,493.1666666666667,647.6681014971864,1514,54,5918,62.70833333333335,150.1667129115726,510,0,136.8181818181818,202.62666072450494,511,0,107.41666666666667,197.3849300378846,510,0,1.0,0.0,0.0,0.0,0.0,678.3361253561253,614.6092548983562,1514.0,54.0,466.32,14,16,172.16.24.174,194.165.16.90,50783,443,6,25,,t12i190600_d83cc789557e_2dae41c691ec,f176ba63b4d68e576b5ba345bec2c7b7
1,c2_beaconing,mta_qakbot,Qakbot_2022-09-29.pcap,10.9.29.201:50465-193.3.19.137:443-6-1664439493037,197.7619047619048,315.2119770506674,1335,54,156.5,221.22777238115307,695,54,1878,2604.2000000000003,8000.553688734036,29433,0,4734.909090909091,10512.813490731634,29433,0,6491.625,12039.536760636362,29433,1,151.0,0.0,0.0,0.0,0.0,459.33774250440916,503.8519591564246,1335.0,54.0,197.7619047619048,14,16,10.9.29.201,193.3.19.137,50465,443,6,21,,t13i201000_2b729b4bf6f3_533b6d20482b,2253c82f03b621c5144709b393fde2c9
0,exfil,mta_lumma,Lumma_2025-12-30.pcap,10.12.30.101:63157-51.8.207.171:443-6-1767064490772,404.3076923076924,560.2422882454176,1514,54,300.9230769230769,488.8120738993091,1514,54,3912,2468.4799999999996,8927.87273150777,40428,0,5142.666666666666,12605.733863699654,40428,0,5134.833333333333,12615.883695732235,40428,0,51.0,0.0,0.0,0.0,0.0,657.4358974358975,624.2425858980242,1514.0,54.0,404.3076923076924,16,18,10.12.30.101,51.8.207.171,63157,443,6,26,l.clarity.ms,t13d1516h2_8daaf6152771_d8a2da3f94cd,d154fcfa5bb4f0748e1dd1992c681104
